"","TaxonUsageID","LETTERCODE","SHORTNAME","TaxonName","NATIVENAME","AuthorName","SYNONYM","TaxonConceptID"
"50160",50160,"RUBUVOL","Rubus volkensii","Rubus volkensii",NA,"Engl.",FALSE,50160
"50161",50161,"RAPAMEL","Rapanea melanophloeos","Rapanea melanophloeos",NA,"(L.) Mez",FALSE,50161
"50162",50162,"EHRHERE","Ehrharta erecta","Ehrharta erecta",NA,"Lam.",FALSE,50162
"50163",50163,"FAURSAL","Faurea saligna","Faurea saligna",NA,"Harv.",FALSE,50163
"50164",50164,"XYMAMON","Xymalos monospora","Xymalos monospora",NA,"(Harv.) Baill.",FALSE,50164
"50165",50165,"BRUCANT","Brucea antidysenterica","Brucea antidysenterica",NA,"J. F. Mill.",FALSE,50165
"50166",50166,"CLAUANI","Clausena anisata","Clausena anisata",NA,"(Willd.) Hook. f. ex Benth.",FALSE,50166
"50167",50167,"CLERJOH","Clerodendrum johnstoni","Clerodendrum johnstonii",NA,"Oliv.",FALSE,50167
"50168",50168,"CLERJOH","Clerodendron johnstoni","Clerodendron johnstonii",NA,"NA",TRUE,50167
"50169",50169,"DICL.SP","Dicliptera species","Dicliptera species",NA,"NA",FALSE,50169
"50170",50170,"DORYCON","Doryopteris concolor","Doryopteris concolor",NA,"(Langsd. & Fisch.) Kuhn",FALSE,50170
"51729",51729,"DORYCON","Doryopteris nicklesii","Doryopteris nicklesii",NA,"Tardieu",TRUE,50170
"50171",50171,"POLYCON","Polystachya confusa","Polystachya confusa",NA,"Rolfe",FALSE,50171
"50172",50172,"POLYPIE","Polystachya piersii","Polystachya piersii",NA,"P.J. Cribb",FALSE,50172
"50173",50173,"POLY.SP","Polystachya species","Polystachya species",NA,"NA",FALSE,50173
"50174",50174,"PTERQUA","Pteris quadriaurtia","Pteris quadriaurtia",NA,"Retz.",FALSE,50174
"50175",50175,"DROGINE","Droguetia iners","Droguetia iners",NA,"(Forssk.) Schweinf.",FALSE,50175
"50176",50176,"AMAUBER","Amauropelta bergiana","Amauropelta bergiana",NA,"(Schltdl.) Holttum",FALSE,50176
"51765",51765,"AMAUBER","Thelypteris bergiana","Thelypteris bergiana",NA,"(Schltdl.) Ching",TRUE,50176
"50177",50177,"SCHEVOL","Schefflera volkensii","Schefflera volkensii",NA,"(Harms) Harms",FALSE,50177
"50178",50178,"STEGPOZ","Stegnogramma pozoi","Stegnogramma pozoi",NA,"(Lag.) K. Iwats.",FALSE,50178
"50179",50179,"SOLASCH","Solanum schumannianum","Solanum schumannianum",NA,"Dammer",FALSE,50179
"50180",50180,"ANEIPED","Aneilema pedunculosum","Aneilema pedunculosum",NA,"C.B. Clarke",FALSE,50180
"50181",50181,"DRAC.SP","Dracaena species","Dracaena species",NA,"NA",FALSE,50181
"50182",50182,"PILEJOH","Pilea johnstonii","Pilea johnstonii",NA,"Oliv.",FALSE,50182
"50183",50183,"PUPALAP","Pupalia lappacea","Pupalia lappacea",NA,"(L.) A. Juss.",FALSE,50183
"50184",50184,"SCHOLEH","Schoenoxiphium lehmann","Schoenoxiphium lehmannii",NA,"(Nees) Steud.",FALSE,50184
"50185",50185,"PLECBAR","Plectranthus barbatus","Plectranthus barbatus",NA,"Andrews",FALSE,50185
"50186",50186,"PTERAQU","Pteridium aquilinum","Pteridium aquilinum",NA,"(L.) Kuhn",FALSE,50186
"50187",50187,"RHANPRI","Rhamnus prinoides","Rhamnus prinoides",NA,"L'HÈr.",FALSE,50187
"50188",50188,"MYRSAFR","Myrsine africana","Myrsine africana",NA,"L.",FALSE,50188
"50189",50189,"CADIPUR","Cadia purpurea","Cadia purpurea",NA,"(G. Piccioli) Aiton",FALSE,50189
"50190",50190,"VANGAPI","Vangueria apiculata","Vangueria apiculata",NA,"K. Schum.",FALSE,50190
"50191",50191,"CHEIMUL","Cheilanthes multifida","Cheilanthes multifida",NA,"(Sw.) Sw.",FALSE,50191
"50192",50192,"CHEIHIR","Cheilanthes hirta","Cheilanthes hirta",NA,"Sw.",FALSE,50192
"50193",50193,"ALEUFAR","Aleuritopteris farinos","Aleuritopteris farinosa",NA,"(Forssk.) FÈe",FALSE,50193
"50194",50194,"ALEUFAR","Cheilanthes farinosa","Cheilanthes farinosa",NA,"(Forssk.) Kaulf.",TRUE,50193
"50195",50195,"ASPLTRI","Asplenium trichomanes","Asplenium trichomanes",NA,"L.",FALSE,50195
"50196",50196,"CORDMON","Cordia monoica","Cordia monoica",NA,"Roxb.",FALSE,50196
"51337",51337,"CORDMON","Cordia ovalis","Cordia ovalis",NA,"R. Br. ex A. DC.",TRUE,50196
"50197",50197,"PELL.SP","Pellaea species","Pellaea species",NA,"NA",FALSE,50197
"50198",50198,"CHEIBER","Cheilanthes bergiana","Cheilanthes bergiana",NA,"Schltdl.",FALSE,50198
"50199",50199,"HYPEREV","Hypericum revolutum","Hypericum revolutum",NA,"Vahl",FALSE,50199
"50200",50200,"GNIDGLA","Gnidia glauca","Gnidia glauca",NA,"(Fresen.) Gilg",FALSE,50200
"50201",50201,"SINAALP","Sinarundinaria alpina","Sinarundinaria alpina",NA,"(K. Schum.) C. S. Chao & Renvoize",FALSE,50201
"50202",50202,"PSEUEMI","Pseudocarum eminii","Pseudocarum eminii",NA,"(Engl.) H. Wolff",FALSE,50202
"50203",50203,"IMPAMER","Impatiens meruensis","Impatiens meruensis",NA,"Gilg",FALSE,50203
"50204",50204,"MAYTUND","Maytenus undata","Maytenus undata",NA,"(Thunb.) Blakelock",FALSE,50204
"50205",50205,"DOVYABY","Dovyalis abyssinica","Dovyalis abyssinica",NA,"(A. Rich.) Warb.",FALSE,50205
"50206",50206,"PIPECAP","Piper capense","Piper capense",NA,"L. f.",FALSE,50206
"50207",50207,"CYPHMAR","Cyphostemma maranguens","Cyphostemma maranguense",NA,"(Gilg) Desc.",FALSE,50207
"50208",50208,"ARACFOL","Arachniodes foliosa","Arachniodes foliosa",NA,"(C. Chr.) Schelpe",FALSE,50208
"50209",50209,"RUBUPIN","Rubus pinnatus","Rubus pinnatus",NA,"Willd.",FALSE,50209
"50210",50210,"LAPOALA","Laportea alatipes","Laportea alatipes",NA,"Hook. f.",FALSE,50210
"50211",50211,"LOBEGIB","Lobelia giberroa","Lobelia giberroa",NA,"Hemsl.",FALSE,50211
"50212",50212,"MAESLAN","Maesa lanceolata","Maesa lanceolata",NA,"Forssk.",FALSE,50212
"50213",50213,"PSYCORO","Psychotria orophila","Psychotria orophila",NA,"E.M.A. Petit",FALSE,50213
"50214",50214,"LOXOABS","Loxogramme abyssinica","Loxogramme abyssinica",NA,"(H.G. Baker) Price",FALSE,50214
"50215",50215,"ARISMIL","Arisaema mildbraedii","Arisaema mildbraedii",NA,"Engl.",FALSE,50215
"50216",50216,"COPTGRA","Coptosperma graveolens","Coptosperma graveolens",NA,"(S. Moore) Degreef",FALSE,50216
"50217",50217,"COPTGRA","Tarenna graveolens","Tarenna graveolens",NA,"(S. Moore) Bremek.",TRUE,50216
"50218",50218,"TURRHOL","Turraea holstii","Turraea holstii",NA,"G¸rke",FALSE,50218
"50219",50219,"ASPASET","Asparagus setaceus","Asparagus setaceus",NA,"(Kunth) Jessop",FALSE,50219
"50220",50220,"ASPLERE","Asplenium erectum","Asplenium erectum",NA,"Bory ex Willd.",FALSE,50220
"50221",50221,"CYPEAFS","Cyperus afrosylvestris","Cyperus afrosylvestris",NA,"Lye",FALSE,50221
"50222",50222,"CYPEAFS","Cyperus sesquiflorus s","Cyperus sesquiflorus ssp. appendiculatus",NA,"(K. Schum.) Lye",TRUE,50221
"50223",50223,"PANICAL","Panicum calvum","Panicum calvum",NA,"Stapf",FALSE,50223
"50224",50224,"SOLANIV","Solanum nigriviolaceum","Solanum nigriviolaceum",NA,"Bitter",FALSE,50224
"50225",50225,"SOLANIV","Solanum sessilistellat","Solanum sessilistellatum",NA,"Bitter",TRUE,50224
"50226",50226,"ENGLWOO","Englerina woodfordioid","Englerina woodfordioides",NA,"(Schweinf.) Balle",FALSE,50226
"50227",50227,"PILERIV","Pilea rivularis","Pilea rivularis",NA,"Wedd.",FALSE,50227
"51229",51229,"PILERIV","Pilea ceratomera","Pilea ceratomera",NA,"Wedd.",TRUE,50227
"50228",50228,"PYCNMEY","Pycnostachys meyeri","Pycnostachys meyeri",NA,"G¸rke",FALSE,50228
"50229",50229,"SOLAAPP","Solanum appendiculatum","Solanum appendiculatum",NA,"Dunal",FALSE,50229
"50230",50230,"PAVEGAR","Pavetta gardeniifolia","Pavetta gardeniifolia",NA,"A. Rich.",FALSE,50230
"50231",50231,"JASMG.F","Jasminum grandiflorum","Jasminum grandiflorum ssp. floribundum",NA,"(R. Br. ex Fresen.) P. S. Green",FALSE,50231
"50232",50232,"JASMGRA","Jasminum floribundum","Jasminum floribundum",NA,"R. Br. ex Fresen.",TRUE,50231
"50233",50233,"CHIOBAT","Chionanthus battiscomb","Chionanthus battiscombei",NA,"(Hutch.) Stearn",FALSE,50233
"50234",50234,"CASSMAL","Cassipourea malosana","Cassipourea malosana",NA,"(Baker) Alston",FALSE,50234
"50235",50235,"OLEAC.H","Olea capensis ssp. hoc","Olea capensis ssp. hochstetteri",NA,"(Baker) Friis & P. S. Green",FALSE,50235
"51708",51708,"OLEAC.H","Olea hochstetteri","Olea hochstetteri",NA,"Baker",TRUE,50235
"50236",50236,"CARDAFR","Cardamine africana","Cardamine africana",NA,"L.",FALSE,50236
"50237",50237,"CYSTFRA","Cystopteris fragilis","Cystopteris fragilis",NA,"(L.) Bernh.",FALSE,50237
"50238",50238,"CRASMON","Crassocephalum montuos","Crassocephalum montuosum",NA,"(S.Moore) Milne-Redh.",FALSE,50238
"52154",52154,"CRASMON","Crassocephalum bumbens","Crassocephalum bumbense",NA,"S. Moore",TRUE,50238
"50239",50239,"HYPOFOR","Hypoestes forskaolii","Hypoestes forskaolii",NA,"(Vahl) R. Br.",FALSE,50239
"50240",50240,"MICRPYR","Microglossa pyrifolia","Microglossa pyrifolia",NA,"(Lam.) Kuntze",FALSE,50240
"50241",50241,"MIKABAM","Mikaniopsis bambuseti","Mikaniopsis bambuseti",NA,"(R. E. Fr.) C. Jeffrey",FALSE,50241
"50242",50242,"JUSTSTR","Justicia striata","Justicia striata",NA,"(Klotzsch) Bullock",FALSE,50242
"50243",50243,"NUXICON","Nuxia congesta","Nuxia congesta",NA,"R. Br. ex Fresen.",FALSE,50243
"50244",50244,"JASMABY","Jasminum abyssinicum","Jasminum abyssinicum",NA,"Hochst. ex DC.",FALSE,50244
"50245",50245,"THALRHY","Thalictrum rhynchocarp","Thalictrum rhynchocarpum",NA,"Quart. -Dill. & A. Rich. ex A. Rich.",FALSE,50245
"50246",50246,"VEPRSIM","Vepris simplicifolia","Vepris simplicifolia",NA,"(Engl.) Mziray",FALSE,50246
"50247",50247,"VEPRSIM","Teclea simplicifolia","Teclea simplicifolia",NA,"(Engl.) I. Verd.",TRUE,50246
"50248",50248,"OCHNINS","Ochna insculpta","Ochna insculpta",NA,"Sleumer",FALSE,50248
"50249",50249,"CYATPOL","Cyathula polycephala","Cyathula polycephala",NA,"Baker",FALSE,50249
"50250",50250,"DREGSCH","Dregea schimperi","Dregea schimperi",NA,"(Decne.) Bullock",FALSE,50250
"50251",50251,"OSYRLAN","Osyris lanceolata","Osyris lanceolata",NA,"Hochst. & Steud.",FALSE,50251
"50252",50252,"OSYRLAN","Osyris abyssinica","Osyris abyssinica",NA,"f.†latifolia Fiori",TRUE,50251
"50253",50253,"PAVE.SP","Pavetta species","Pavetta species",NA,"NA",FALSE,50253
"50254",50254,"TREMORI","Trema orientalis","Trema orientalis",NA,"(L.) Blume",FALSE,50254
"50255",50255,"TREMORI","Trema guineensis","Trema guineensis",NA,"(Schumach. & Thonn.) Ficalho",TRUE,50254
"50256",50256,"CELTAFR","Celtis africana","Celtis africana",NA,"Burm. f.",FALSE,50256
"50257",50257,"CUSSSPI","Cussonia spicata","Cussonia spicata",NA,"Thunb.",FALSE,50257
"50258",50258,"SCADMUL","Scadoxus multiflorus","Scadoxus multiflorus",NA,"(Martyn) Raf.",FALSE,50258
"51722",51722,"SCADMUL","Haemanthus multiflorus","Haemanthus multiflorus",NA,"Martyn",TRUE,50258
"50259",50259,"HETEA.A","Heteromorpha arboresce","Heteromorpha arborescens var. abyssinica",NA,"(Hochst. ex A. Rich.) H. Wolff",FALSE,50259
"50260",50260,"HETEA.A","Heteromorpha trifoliat","Heteromorpha trifoliata",NA,"(H.L. Wendl.) Eckl. & Zeyh.",TRUE,50259
"50261",50261,"VISCTUB","Viscum tuberculatum","Viscum tuberculatum",NA,"A. Rich.",FALSE,50261
"50262",50262,"RHUSNAT","Rhus natalensis","Rhus natalensis",NA,"Bernh. ex C. Krauss",FALSE,50262
"50263",50263,"VERNG.A","Vernonia galamensis va","Vernonia galamensis var. afromontana",NA,"(R.E.Fr.) M.G.Gilbert",FALSE,50263
"50264",50264,"THUNALA","Thunbergia alata","Thunbergia alata",NA,"Bojer ex Sims",FALSE,50264
"50265",50265,"ASPAFAL","Asparagus falcatus","Asparagus falcatus",NA,"L.",FALSE,50265
"50266",50266,"ERICARB","Erica arborea","Erica arborea",NA,"L.",FALSE,50266
"50267",50267,"GERBPIL","Gerbera piloselloides","Gerbera piloselloides",NA,"(L.) Cass.",FALSE,50267
"50268",50268,"GERBPIL","Piloselloides hirsuta","Piloselloides hirsuta",NA,"(Forssk.) C. Jeffrey",TRUE,50267
"50269",50269,"CYNOLAN","Cynoglossum lanceolatu","Cynoglossum lanceolatum",NA,"Forssk.",FALSE,50269
"50270",50270,"ALCH.SP","Alchemilla species","Alchemilla species",NA,"NA",FALSE,50270
"50271",50271,"RHAMSTA","Rhamnus staddo","Rhamnus staddo",NA,"A. Rich.",FALSE,50271
"50272",50272,"HESP.SP","Hesperis species","Hesperis species",NA,"NA",FALSE,50272
"50273",50273,"CLUTABY","Clutia abyssinica","Clutia abyssinica",NA,"Jaub. & Spach",FALSE,50273
"50274",50274,"PARIDEB","Parietaria debilis","Parietaria debilis",NA,"G. Forst.",FALSE,50274
"50275",50275,"PODOLAT","Podocarpus latifolius","Podocarpus latifolius",NA,"(Thunb.) R. Br. ex Mirb.",FALSE,50275
"50276",50276,"VEPRNOB","Vepris nobilis","Vepris nobilis",NA,"(Delile) Mziray",FALSE,50276
"50277",50277,"VEPRNOB","Teclea nobilis","Teclea nobilis",NA,"Delile",TRUE,50276
"50278",50278,"ASPLAET","Asplenium aethiopicum","Asplenium aethiopicum",NA,"(Burm. f.) Bech.",FALSE,50278
"50279",50279,"CLEMSIM","Clematis simensis","Clematis simensis",NA,"Fresen.",FALSE,50279
"50280",50280,"AERATHO","Aerangis thomsonii","Aerangis thomsonii",NA,"(Rolfe) Schltr.",FALSE,50280
"50281",50281,"SENESYR","Senecio syringifolius","Senecio syringifolius",NA,"O. Hoffm.",FALSE,50281
"50282",50282,"ASPLLOX","Asplenium loxoscaphoid","Asplenium loxoscaphoides",NA,"Baker",FALSE,50282
"50283",50283,"ASPLMON","Asplenium monanthes","Asplenium monanthes",NA,"L.",FALSE,50283
"50284",50284,"CYPHKIL","Cyphostemma kilimandsc","Cyphostemma kilimandscharicum",NA,"(Gilg) Desc. ex Wild & R. B. Drumm.",FALSE,50284
"50285",50285,"MAYTHET","Maytenus heterophylla","Maytenus heterophylla",NA,"(Eckl. & Zeyh.) N. Robson",FALSE,50285
"50286",50286,"SCUTMYR","Scutia myrtina","Scutia myrtina",NA,"(Burm. f.) Kurz",FALSE,50286
"50287",50287,"PENTLAN","Pentas lanceolata","Pentas lanceolata",NA,"(Forssk.) Deflers",FALSE,50287
"50288",50288,"URERHYP","Urera hypselodendron","Urera hypselodendron",NA,"(Hochst. ex A. Rich.) Wedd.",FALSE,50288
"50289",50289,"ASPLTHE","Asplenium theciferum","Asplenium theciferum",NA,"(Kunth) Mett.",FALSE,50289
"50840",50840,"ASPLTHE","Asplenium theciferum v","Asplenium theciferum var. concinnum",NA,"(Kunth) Mett.",TRUE,50289
"50290",50290,"ADIAPOI","Adiantum poiretii","Adiantum poiretii",NA,"Wikstr.",FALSE,50290
"50291",50291,"PLEOMAC","Pleopeltis macrocarpa","Pleopeltis macrocarpa",NA,"(Bory ex Willd.) Kaulf.",FALSE,50291
"51230",51230,"PLEOMAC","Pleopeltis lanceolata","Pleopeltis lanceolata",NA,"Kaulf.",TRUE,50291
"50292",50292,"PEPEABY","Peperomia abyssinica","Peperomia abyssinica",NA,"Miq.",FALSE,50292
"50293",50293,"STEPABY","Stephania abyssinica","Stephania abyssinica",NA,"(Quart. -Dill. & A. Rich.) Walp.",FALSE,50293
"50294",50294,"VIOLABY","Viola abyssinica","Viola abyssinica",NA,"Steud. ex Oliv.",FALSE,50294
"50295",50295,"ANTHSYL","Anthriscus sylvestris","Anthriscus sylvestris",NA,"(L.) Hoffm.",FALSE,50295
"50296",50296,"POLYDIS","Polystichum discretum","Polystichum discretum",NA,"(D. Don) J. Sm.",FALSE,50296
"50297",50297,"POLYDIS","Polystichum fuscopalea","Polystichum fuscopaleaceum",NA,"Alston",TRUE,50296
"50298",50298,"AGROINC","Agrocharis incognita","Agrocharis incognita",NA,"(C. Norman) Heywood & Jury",FALSE,50298
"51737",51737,"AGROINC","Caucalis incognita","Caucalis incognita",NA,"C. Norman",TRUE,50298
"50299",50299,"EUPHUGA","Euphorbia ugandensis","Euphorbia ugandensis",NA,"Pax",FALSE,50299
"50300",50300,"SATUPSE","Satureja pseudosimensi","Satureja pseudosimensis",NA,"Brenan",FALSE,50300
"50301",50301,"PRUNAFR","Prunus africana","Prunus africana",NA,"(Hook. f.) Kalkman",FALSE,50301
"50302",50302,"PTERDEN","Pteris dentata","Pteris dentata",NA,"Forssk.",FALSE,50302
"50303",50303,"DOMBTOR","Dombeya torrida","Dombeya torrida",NA,"(J.F. Gmel.) Bamps",FALSE,50303
"50304",50304,"DOMBTOR","Dombeya goetzenii","Dombeya goetzenii",NA,"K. Schum.",TRUE,50303
"50305",50305,"ASPL.SP","Asplenium species","Asplenium species",NA,"NA",FALSE,50305
"50306",50306,"ASPLFRI","Asplenium friesiorum","Asplenium friesiorum",NA,"C. Chr.",FALSE,50306
"50307",50307,"ALLOABY","Allophylus abyssinicus","Allophylus abyssinicus",NA,"(Hochst.) Radlk.",FALSE,50307
"50308",50308,"ILEXMIT","Ilex mitis","Ilex mitis",NA,"(L.) Radlk.",FALSE,50308
"50309",50309,"OPLIHIR","Oplismenus hirtellus","Oplismenus hirtellus",NA,"(L.) P. Beauv.",FALSE,50309
"50310",50310,"CASEBAT","Casearia battiscombei","Casearia battiscombei",NA,"R. E. Fr.",FALSE,50310
"50311",50311,"FLACIND","Flacourtia indica","Flacourtia indica",NA,"(Burm.f.) Merr.",FALSE,50311
"52305",52305,"FLACIND","Flacourtia flavescens","Flacourtia flavescens",NA,"Willd.",TRUE,50311
"50312",50312,"ERYTBON","Erythrococca bongensis","Erythrococca bongensis",NA,"Pax",FALSE,50312
"50313",50313,"STRYMIT","Strychnos mitis","Strychnos mitis",NA,"S. Moore",FALSE,50313
"50314",50314,"ISOGLAC","Isoglossa lactea","Isoglossa lactea",NA,"Lindau ex Engl.",FALSE,50314
"50315",50315,"MEYNTET","Meyna tetraphylla","Meyna tetraphylla",NA,"(Schweinf. ex Hiern) Robyns",FALSE,50315
"50316",50316,"CELTGOM","Celtis gomphophylla","Celtis gomphophylla",NA,"Baker",FALSE,50316
"50317",50317,"OCOTKEN","Ocotea kenyensis","Ocotea kenyensis",NA,"(Chiov.) Robyns & R. Wilczek",FALSE,50317
"50318",50318,"STRYHEN","Strychnos henningsii","Strychnos henningsii",NA,"Gilg",FALSE,50318
"50319",50319,"COFFARA","Coffea arabica","Coffea arabica",NA,"L.",FALSE,50319
"50320",50320,"RINOCON","Rinorea convallarioide","Rinorea convallarioides",NA,"(Baker f.) Eyles",FALSE,50320
"50321",50321,"ERYTFSC","Erythrococca fischeri","Erythrococca fischeri",NA,"Pax",FALSE,50321
"50322",50322,"PAVEABY","Pavetta abyssinica","Pavetta abyssinica",NA,"Fresen.",FALSE,50322
"50323",50323,"OXYASPE","Oxyanthus speciosus","Oxyanthus speciosus",NA,"DC.",FALSE,50323
"50324",50324,"RYTINEG","Rytigynia neglecta","Rytigynia neglecta",NA,"(Hiern) Robyns",FALSE,50324
"50325",50325,"MONOGRA","Monodora grandidieri","Monodora grandidieri",NA,"Baill.",FALSE,50325
"50326",50326,"VEPREUG","Vepris eugeniifolia","Vepris eugeniifolia",NA,"(Engl.) I. Verd.",FALSE,50326
"50327",50327,"RHIPBAC","Rhipsalis baccifera","Rhipsalis baccifera",NA,"(J.S. Muell.) Stearn",FALSE,50327
"50328",50328,"EKEBCAP","Ekebergia capensis","Ekebergia capensis",NA,"Sparrm.",FALSE,50328
"51707",51707,"EKEBCAP","Ekebergia rueppelliana","Ekebergia rueppelliana",NA,"(Fresen.) A. Rich.",TRUE,50328
"50329",50329,"DRYPGER","Drypetes gerrardii","Drypetes gerrardii",NA,"Hutch.",FALSE,50329
"50330",50330,"DIOSABY","Diospyros abyssinica","Diospyros abyssinica",NA,"(Hiern) F. White",FALSE,50330
"50331",50331,"SETAPLI","Setaria plicatilis","Setaria plicatilis",NA,"(Hochst.) Hack. ex Engl.",FALSE,50331
"50332",50332,"APODDIM","Apodytes dimidiata","Apodytes dimidiata",NA,"E. Mey. ex Arn.",FALSE,50332
"50333",50333,"STROSCH","Strombosia scheffleri","Strombosia scheffleri",NA,"Engl.",FALSE,50333
"50334",50334,"TRICEME","Trichilia emetica","Trichilia emetica",NA,"Vahl",FALSE,50334
"50335",50335,"ALBIGUM","Albizia gummifera","Albizia gummifera",NA,"(J.F. Gmel.) C.A. Sm.",FALSE,50335
"50336",50336,"RITCALB","Ritchiea albersii","Ritchiea albersii",NA,"Gilg",FALSE,50336
"50337",50337,"CROTMAC","Croton macrostachyus","Croton macrostachyus",NA,"Hochst. ex Delile",FALSE,50337
"50338",50338,"BAUHTOM","Bauhinia tomentosa","Bauhinia tomentosa",NA,"L.",FALSE,50338
"50339",50339,"POUTADO","Pouteria adolfi-friede","Pouteria adolfi-friedericii",NA,"(Engl.) A. Meeuse",FALSE,50339
"50340",50340,"POUTADO","Aningeria adolfi-fried","Aningeria adolfi-friedericii",NA,"(Engl.) Robyns & G.C.C. Gilbert",TRUE,50339
"50341",50341,"PSYCKIR","Psychotria kirkii","Psychotria kirkii",NA,"Hiern",FALSE,50341
"50342",50342,"CORDAFR","Cordia africana","Cordia africana",NA,"Lam.",FALSE,50342
"51754",51754,"CORDAFR","Cordia abyssinica","Cordia abyssinica",NA,"R. Br.",TRUE,50342
"50343",50343,"DRACLAX","Dracaena laxissima","Dracaena laxissima",NA,"Engl.",FALSE,50343
"50344",50344,"PREMMAX","Premna maxima","Premna maxima",NA,"T.C.E. Fr.",FALSE,50344
"50345",50345,"PHYLFIS","Phyllanthus fischeri","Phyllanthus fischeri",NA,"Pax",FALSE,50345
"50346",50346,"ACHYSCH","Achyrospermum schimper","Achyrospermum schimperi",NA,"(Hochst. ex Briq.) Perkins ex Mildbr.",FALSE,50346
"50347",50347,"RUTTFRU","Ruttya fruticosa","Ruttya fruticosa",NA,"Lindau",FALSE,50347
"50348",50348,"LEUCGRA","Leucas grandis","Leucas grandis",NA,"Vatke",FALSE,50348
"50349",50349,"LEUCGRA","Leucas mollis","Leucas mollis",NA,"Baker",TRUE,50348
"50350",50350,"BARLVEN","Barleria ventricosa","Barleria ventricosa",NA,"Hochst. ex Nees",FALSE,50350
"50351",50351,"BARLVEN","Barleria micrantha","Barleria micrantha",NA,"C.B. Clarke",TRUE,50350
"50352",50352,"ASPARAC","Asparagus racemosus","Asparagus racemosus",NA,"Willd.",FALSE,50352
"50353",50353,"PEDDAFR","Peddiea africana","Peddiea africana",NA,"Harv.",FALSE,50353
"50354",50354,"PEDDAFR","Peddiea volkensii","Peddiea volkensii",NA,"Gilg",TRUE,50353
"50355",50355,"MYSTAET","Mystroxylon aethiopicu","Mystroxylon aethiopicum",NA,"(Thunb.) Loes.",FALSE,50355
"50356",50356,"JUSTDIC","Justicia diclipteroide","Justicia diclipteroides",NA,"Lindau",FALSE,50356
"50357",50357,"CROSMUC","Crossandra mucronata","Crossandra mucronata",NA,"Lindau",FALSE,50357
"50358",50358,"PSYDSCH","Psydrax schimperiana","Psydrax schimperiana",NA,"(A. Rich.) Bridson",FALSE,50358
"50359",50359,"PSYDSCH","Canthium schimperianum","Canthium schimperianum",NA,"A. Rich.",TRUE,50358
"50360",50360,"BERSABY","Bersama abyssinica","Bersama abyssinica",NA,"Fresen.",FALSE,50360
"50362",50362,"PAROCOM","Parochetus communis","Parochetus communis",NA,"Buch.-Ham. ex D. Don",FALSE,50362
"50363",50363,"ISOGGRE","Isoglossa gregorii","Isoglossa gregorii",NA,"(S. Moore) Lindau",FALSE,50363
"50364",50364,"SCHRALA","Schrebera alata","Schrebera alata",NA,"(Hochst.) Welw.",FALSE,50364
"50365",50365,"PANIMON","Panicum monticola","Panicum monticola",NA,"Hook. f.",FALSE,50365
"50367",50367,"DORYKIR","Doryopteris kirkii","Doryopteris kirkii",NA,"(Hook.) Alston",FALSE,50367
"52018",52018,"DORYKIR","Doryopteris concolor v","Doryopteris concolor var. kirkii",NA,"(Hook.) R.E. Fr.",TRUE,50367
"50368",50368,"KLEIABY","Kleinia abyssinica","Kleinia abyssinica",NA,"(A. Rich.) A. Berger",FALSE,50368
"50369",50369,"KLEIABY","Notonia abyssinica","Notonia abyssinica",NA,"A. Rich.",TRUE,50368
